,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
62,62,1.059794687318797e-08,7.948460154890978e-09,0.5,H,T,Lose,30,33
63,63,2.6494867182969927e-09,1.9871150387227445e-09,0.5,H,H,Win,31,33
64,64,4.636601757019738e-09,3.4774513177648032e-09,0.5,H,H,Win,32,33
65,65,8.114053074784542e-09,6.085539806088406e-09,0.5,H,T,Lose,32,34
66,66,2.0285132686961354e-09,1.5213849515221016e-09,0.5,H,H,Win,33,34
67,67,3.549898220218237e-09,2.6624236651636776e-09,0.5,H,H,Win,34,34
68,68,6.212321885381915e-09,4.659241414036436e-09,0.5,H,H,Win,35,34
69,69,1.0871563299418351e-08,8.153672474563764e-09,0.5,H,H,Win,36,34
70,70,1.9025235773982115e-08,1.4268926830486585e-08,0.5,H,H,Win,37,34
71,71,3.3294162604468703e-08,2.4970621953351528e-08,0.5,H,H,Win,38,34
72,72,5.826478455782023e-08,4.369858841836517e-08,0.5,H,H,Win,39,34
73,73,1.019633729761854e-07,7.647252973213905e-08,0.5,H,T,Lose,39,35
74,74,2.549084324404635e-08,1.9118132433034763e-08,0.5,H,T,Lose,39,36
75,75,6.372710811011588e-09,4.779533108258691e-09,0.5,H,T,Lose,39,37
76,76,1.593177702752897e-09,1.1948832770646727e-09,0.5,H,H,Win,40,37
77,77,2.7880609798175697e-09,2.091045734863177e-09,0.5,H,H,Win,41,37
78,78,4.879106714680746e-09,3.65933003601056e-09,0.5,H,T,Lose,41,38
79,79,1.2197766786701866e-09,9.1483250900264e-10,0.5,H,H,Win,42,38
80,80,2.1346091876728264e-09,1.6009568907546197e-09,0.5,H,H,Win,43,38
81,81,3.735566078427446e-09,2.8016745588205843e-09,0.5,H,H,Win,44,38
82,82,6.5372406372480305e-09,4.902930477936023e-09,0.5,H,T,Lose,44,39
83,83,1.6343101593120076e-09,1.2257326194840057e-09,0.5,H,H,Win,45,39
84,84,2.8600427787960133e-09,2.14503208409701e-09,0.5,H,T,Lose,45,40
85,85,7.150106946990033e-10,5.362580210242525e-10,0.5,H,H,Win,46,40
86,86,1.2512687157232558e-09,9.384515367924418e-10,0.5,H,T,Lose,46,41
87,87,3.1281717893081406e-10,2.3461288419811055e-10,0.5,H,H,Win,47,41
88,88,5.474300631289246e-10,4.1057254734669343e-10,0.5,H,T,Lose,47,42
89,89,1.3685751578223118e-10,1.0264313683667338e-10,0.5,H,T,Lose,47,43
90,90,3.4214378945557795e-11,2.5660784209168346e-11,0.5,H,T,Lose,47,44
91,91,8.553594736389449e-12,6.4151960522920865e-12,0.5,H,H,Win,48,44
92,92,1.4968790788681534e-11,1.122659309151115e-11,0.5,H,H,Win,49,44
93,93,2.6195383880192684e-11,1.9646537910144514e-11,0.5,H,T,Lose,49,45
94,94,6.54884597004817e-12,4.9116344775361276e-12,0.5,H,T,Lose,49,46
95,95,1.6372114925120425e-12,1.2279086193840319e-12,0.5,H,H,Win,50,46
96,96,2.8651201118960744e-12,2.1488400839220557e-12,0.5,H,T,Lose,50,47
97,97,7.162800279740187e-13,5.37210020980514e-13,0.5,H,T,Lose,50,48
98,98,1.7907000699350468e-13,1.343025052451285e-13,0.5,H,H,Win,51,48
99,99,3.133725122386332e-13,2.3502938417897486e-13,0.5,H,H,Win,52,48
100,100,5.48401896417608e-13,4.1130142231320604e-13,0.5,H,T,Lose,52,49
101,101,1.37100474104402e-13,1.0282535557830151e-13,0.5,H,H,Win,53,49
102,102,2.399258296827035e-13,1.7994437226202762e-13,0.5,H,H,Win,54,49
103,103,4.1987020194473113e-13,3.1490265145854834e-13,0.5,H,T,Lose,54,50
104,104,1.0496755048618278e-13,7.872566286463709e-14,0.5,H,T,Lose,54,51
105,105,2.6241887621545695e-14,1.968141571615927e-14,0.5,H,H,Win,55,51
106,106,4.592330333770497e-14,3.444247750327872e-14,0.5,H,T,Lose,55,52
107,107,1.1480825834426245e-14,8.610619375819684e-15,0.5,H,H,Win,56,52
108,108,2.009144521024593e-14,1.5068583907684447e-14,0.5,H,H,Win,57,52
109,109,3.5160029117930376e-14,2.6370021838447782e-14,0.5,H,H,Win,58,52
110,110,6.153005095637815e-14,4.6147538217283613e-14,0.5,H,H,Win,59,52
111,111,1.0767758917366176e-13,8.075819188024632e-14,0.5,H,T,Lose,59,53
112,112,2.691939729341544e-14,2.018954797006158e-14,0.5,H,H,Win,60,53
113,113,4.710894526347702e-14,3.5331708947607766e-14,0.5,H,H,Win,61,53
114,114,8.244065421108479e-14,6.183049065831359e-14,0.5,H,T,Lose,61,54
115,115,2.0610163552771196e-14,1.5457622664578397e-14,0.5,H,H,Win,62,54
116,116,3.6067786217349594e-14,2.7050839663012195e-14,0.5,H,T,Lose,62,55
117,117,9.016946554337398e-15,6.762709915753049e-15,0.5,H,T,Lose,62,56
118,118,2.2542366385843496e-15,1.6906774789382622e-15,0.5,H,H,Win,63,56
119,119,3.944914117522612e-15,2.9586855881419588e-15,0.5,H,H,Win,64,56
120,120,6.903599705664571e-15,5.177699779248428e-15,0.5,H,H,Win,65,56
121,121,1.2081299484912999e-14,9.06097461368475e-15,0.5,H,T,Lose,65,57
122,122,3.0203248712282494e-15,2.265243653421187e-15,0.5,H,T,Lose,65,58
123,123,7.550812178070623e-16,5.663109133552968e-16,0.5,H,H,Win,66,58
124,124,1.3213921311623591e-15,9.910440983717693e-16,0.5,H,T,Lose,66,59
125,125,3.3034803279058983e-16,2.4776102459294237e-16,0.5,H,H,Win,67,59
126,126,5.781090573835322e-16,4.3358179303764915e-16,0.5,H,T,Lose,67,60
127,127,1.4452726434588305e-16,1.0839544825941229e-16,0.5,H,T,Lose,67,61
128,128,3.613181608647076e-17,2.7098862064853072e-17,0.5,H,T,Lose,67,62
129,129,9.03295402161769e-18,6.774715516213268e-18,0.5,H,H,Win,68,62
130,130,1.580766953783096e-17,1.185575215337322e-17,0.5,H,T,Lose,68,63
131,131,3.95191738445774e-18,2.963938038343305e-18,0.5,H,H,Win,69,63
132,132,6.915855422801045e-18,5.1868915671007844e-18,0.5,H,H,Win,70,63
133,133,1.210274698990183e-17,9.077060242426372e-18,0.5,H,H,Win,71,63
134,134,2.1179807232328202e-17,1.5884855424246153e-17,0.5,H,T,Lose,71,64
135,135,5.294951808082049e-18,3.971213856061537e-18,0.5,H,H,Win,72,64
136,136,9.266165664143586e-18,6.949624248107689e-18,0.5,H,T,Lose,72,65
137,137,2.3165414160358968e-18,1.7374060620269226e-18,0.5,H,H,Win,73,65
138,138,4.053947478062819e-18,3.0404606085471143e-18,0.5,H,H,Win,74,65
139,139,7.094408086609933e-18,5.32080606495745e-18,0.5,H,T,Lose,74,66
140,140,1.7736020216524832e-18,1.3302015162393624e-18,0.5,H,H,Win,75,66
141,141,3.1038035378918457e-18,2.3278526534188843e-18,0.5,H,H,Win,76,66
142,142,5.43165619131073e-18,4.073742143483048e-18,0.5,H,H,Win,77,66
143,143,9.505398334793779e-18,7.129048751095333e-18,0.5,H,T,Lose,77,67
144,144,2.3763495836984455e-18,1.782262187773834e-18,0.5,H,T,Lose,77,68
145,145,5.940873959246114e-19,4.455655469434585e-19,0.5,H,H,Win,78,68
146,146,1.03965294286807e-18,7.797397071510524e-19,0.5,H,T,Lose,78,69
147,147,2.599132357170175e-19,1.949349267877631e-19,0.5,H,H,Win,79,69
148,148,4.548481625047806e-19,3.4113612187858544e-19,0.5,H,H,Win,80,69
149,149,7.95984284383366e-19,5.969882132875245e-19,0.5,H,T,Lose,80,70
150,150,1.989960710958415e-19,1.4924705332188112e-19,0.5,H,H,Win,81,70
151,151,3.482431244177226e-19,2.6118234331329197e-19,0.5,H,T,Lose,81,71
152,152,8.706078110443064e-20,6.529558582832298e-20,0.5,H,H,Win,82,71
153,153,1.5235636693275362e-19,1.1426727519956522e-19,0.5,H,T,Lose,82,72
154,154,3.80890917331884e-20,2.85668187998913e-20,0.5,H,H,Win,83,72
155,155,6.66559105330797e-20,4.9991932899809774e-20,0.5,H,T,Lose,83,73
156,156,1.6663977633269925e-20,1.2497983224952444e-20,0.5,H,T,Lose,83,74
157,157,4.165994408317481e-21,3.124495806238111e-21,0.5,H,T,Lose,83,75
158,158,1.0414986020793703e-21,7.811239515595277e-22,0.5,H,T,Lose,83,76
159,159,2.6037465051984258e-22,1.9528098788988193e-22,0.5,H,T,Lose,83,77
160,160,6.509366262996064e-23,4.882024697247048e-23,0.5,H,H,Win,84,77
161,161,1.1391390960243114e-22,8.543543220182335e-23,0.5,H,H,Win,85,77
162,162,1.993493418042545e-22,1.4951200635319086e-22,0.5,H,T,Lose,85,78
163,163,4.983733545106363e-23,3.737800158829772e-23,0.5,H,H,Win,86,78
164,164,8.721533703936134e-23,6.5411502779521e-23,0.5,H,T,Lose,86,79
165,165,2.1803834259840342e-23,1.6352875694880257e-23,0.5,H,H,Win,87,79
166,166,3.81567099547206e-23,2.8617532466040446e-23,0.5,H,H,Win,88,79
167,167,6.677424242076104e-23,5.0080681815570783e-23,0.5,H,T,Lose,88,80
168,168,1.669356060519026e-23,1.2520170453892696e-23,0.5,H,H,Win,89,80
169,169,2.921373105908296e-23,2.191029829431222e-23,0.5,H,T,Lose,89,81
170,170,7.30343276477074e-24,5.477574573578055e-24,0.5,H,H,Win,90,81
171,171,1.2781007338348796e-23,9.585755503761597e-24,0.5,H,T,Lose,90,82
172,172,3.195251834587199e-24,2.3964388759403992e-24,0.5,H,T,Lose,90,83
173,173,7.988129586467997e-25,5.991097189850998e-25,0.5,H,T,Lose,90,84
174,174,1.9970323966169993e-25,1.4977742974627495e-25,0.5,H,T,Lose,90,85
175,175,4.9925809915424983e-26,3.744435743656874e-26,0.5,H,T,Lose,90,86
176,176,1.2481452478856246e-26,9.361089359142184e-27,0.5,H,H,Win,91,86
177,177,2.184254183799843e-26,1.6381906378498823e-26,0.5,H,T,Lose,91,87
178,178,5.460635459499607e-27,4.095476594624705e-27,0.5,H,T,Lose,91,88
179,179,1.3651588648749017e-27,1.0238691486561763e-27,0.5,H,H,Win,92,88
180,180,2.3890280135310778e-27,1.791771010148308e-27,0.5,H,T,Lose,92,89
181,181,5.972570033827696e-28,4.479427525370772e-28,0.5,H,H,Win,93,89
182,182,1.0451997559198469e-27,7.838998169398851e-28,0.5,H,H,Win,94,89
183,183,1.829099572859732e-27,1.371824679644799e-27,0.5,H,T,Lose,94,90
184,184,4.57274893214933e-28,3.4295616991119973e-28,0.5,H,H,Win,95,90
185,185,8.002310631261327e-28,6.001732973445995e-28,0.5,H,T,Lose,95,91
186,186,2.0005776578153318e-28,1.5004332433614988e-28,0.5,H,T,Lose,95,92
187,187,5.0014441445383294e-29,3.751083108403747e-29,0.5,H,H,Win,96,92
188,188,8.752527252942077e-29,6.564395439706558e-29,0.5,H,H,Win,97,92
189,189,1.5316922692648635e-28,1.1487692019486477e-28,0.5,H,T,Lose,97,93
190,190,3.829230673162159e-29,2.871923004871619e-29,0.5,H,T,Lose,97,94
191,191,9.573076682905397e-30,7.179807512179048e-30,0.5,H,T,Lose,97,95
192,192,2.3932691707263493e-30,1.794951878044762e-30,0.5,H,T,Lose,97,96
193,193,5.983172926815873e-31,4.487379695111905e-31,0.5,H,T,Lose,97,97
194,194,1.4957932317039683e-31,1.1218449237779762e-31,0.5,H,T,Lose,97,98
195,195,3.739483079259921e-32,2.8046123094449406e-32,0.5,H,T,Lose,97,99
196,196,9.348707698149802e-33,7.011530773612351e-33,0.5,H,T,Lose,97,100
197,197,2.3371769245374505e-33,1.752882693403088e-33,0.5,H,T,Lose,97,101
198,198,5.842942311343626e-34,4.38220673350772e-34,0.5,H,T,Lose,97,102
199,199,1.4607355778359065e-34,1.09555168337693e-34,0.5,H,H,Win,98,102
200,200,2.5562872612128365e-34,1.9172154459096273e-34,0.5,H,T,Lose,98,103
201,201,6.390718153032091e-35,4.7930386147740684e-35,0.5,H,H,Win,99,103
202,202,1.118375676780616e-34,8.38781757585462e-35,0.5,H,T,Lose,99,104
203,203,2.79593919195154e-35,2.096954393963655e-35,0.5,H,T,Lose,99,105
204,204,6.98984797987885e-36,5.242385984909137e-36,0.5,H,T,Lose,99,106
205,205,1.7474619949697124e-36,1.3105964962272843e-36,0.5,H,T,Lose,99,107
206,206,4.368654987424281e-37,3.2764912405682108e-37,0.5,H,T,Lose,99,108
207,207,1.0921637468560703e-37,8.191228101420527e-38,0.5,H,H,Win,100,108
208,208,1.911286556998123e-37,1.433464917748592e-37,0.5,H,T,Lose,100,109
209,209,4.778216392495308e-38,3.583662294371481e-38,0.5,H,H,Win,101,109
210,210,8.361878686866789e-38,6.271409015150092e-38,0.5,H,T,Lose,101,110
211,211,2.0904696717166976e-38,1.5678522537875232e-38,0.5,H,T,Lose,101,111
212,212,5.226174179291744e-39,3.919630634468808e-39,0.5,H,H,Win,102,111
213,213,9.145804813760553e-39,6.859353610320415e-39,0.5,H,T,Lose,102,112
214,214,2.2864512034401375e-39,1.714838402580103e-39,0.5,H,T,Lose,102,113
215,215,5.716128008600344e-40,4.287096006450258e-40,0.5,H,T,Lose,102,114
216,216,1.429032002150086e-40,1.0717740016125645e-40,0.5,H,T,Lose,102,115
217,217,3.572580005375215e-41,2.679435004031411e-41,0.5,H,H,Win,103,115
218,218,6.252015009406626e-41,4.689011257054969e-41,0.5,H,H,Win,104,115
219,219,1.0941026266461595e-40,8.205769699846196e-41,0.5,H,T,Lose,104,116
220,220,2.7352565666153994e-41,2.0514424249615495e-41,0.5,H,H,Win,105,116
221,221,4.786698991576949e-41,3.590024243682712e-41,0.5,H,H,Win,106,116
222,222,8.376723235259661e-41,6.282542426444746e-41,0.5,H,T,Lose,106,117
223,223,2.0941808088149152e-41,1.5706356066111864e-41,0.5,H,H,Win,107,117
224,224,3.6648164154261017e-41,2.748612311569576e-41,0.5,H,T,Lose,107,118
225,225,9.162041038565255e-42,6.871530778923942e-42,0.5,H,T,Lose,107,119
226,226,2.290510259641314e-42,1.7178826947309854e-42,0.5,H,H,Win,108,119
227,227,4.008392954372299e-42,3.006294715779224e-42,0.5,H,H,Win,109,119
228,228,7.014687670151523e-42,5.2610157526136425e-42,0.5,H,T,Lose,109,120
229,229,1.753671917537881e-42,1.3152539381534106e-42,0.5,H,H,Win,110,120
230,230,3.0689258556912915e-42,2.3016943917684685e-42,0.5,H,H,Win,111,120
231,231,5.37062024745976e-42,4.0279651855948196e-42,0.5,H,H,Win,112,120
232,232,9.39858543305458e-42,7.048939074790935e-42,0.5,H,T,Lose,112,121
233,233,2.349646358263645e-42,1.7622347686977337e-42,0.5,H,H,Win,113,121
234,234,4.111881126961378e-42,3.083910845221034e-42,0.5,H,H,Win,114,121
235,235,7.195791972182411e-42,5.3968439791368085e-42,0.5,H,H,Win,115,121
236,236,1.259263595131922e-41,9.444476963489414e-42,0.5,H,T,Lose,115,122
237,237,3.1481589878298054e-42,2.361119240872354e-42,0.5,H,T,Lose,115,123
238,238,7.870397469574514e-43,5.902798102180885e-43,0.5,H,T,Lose,115,124
239,239,1.9675993673936284e-43,1.4756995255452213e-43,0.5,H,H,Win,116,124
240,240,3.4432988929388497e-43,2.5824741697041373e-43,0.5,H,H,Win,117,124
241,241,6.025773062642987e-43,4.519329796982241e-43,0.5,H,T,Lose,117,125
242,242,1.5064432656607464e-43,1.1298324492455598e-43,0.5,H,H,Win,118,125
243,243,2.6362757149063063e-43,1.9772067861797296e-43,0.5,H,T,Lose,118,126
244,244,6.590689287265767e-44,4.943016965449325e-44,0.5,H,H,Win,119,126
245,245,1.1533706252715092e-43,8.650279689536319e-44,0.5,H,H,Win,120,126
246,246,2.018398594225141e-43,1.5137989456688558e-43,0.5,H,H,Win,121,126
247,247,3.532197539893997e-43,2.6491481549204978e-43,0.5,H,T,Lose,121,127
248,248,8.830493849734991e-44,6.622870387301243e-44,0.5,H,H,Win,122,127
249,249,1.5453364237036236e-43,1.1590023177777178e-43,0.5,H,T,Lose,122,128
250,250,3.863341059259058e-44,2.8975057944442934e-44,0.5,H,H,Win,123,128
251,251,6.760846853703351e-44,5.070635140277513e-44,0.5,H,T,Lose,123,129
252,252,1.6902117134258383e-44,1.2676587850693788e-44,0.5,H,T,Lose,123,130
253,253,4.225529283564596e-45,3.169146962673447e-45,0.5,H,T,Lose,123,131
254,254,1.056382320891149e-45,7.922867406683617e-46,0.5,H,H,Win,124,131
255,255,1.8486690615595107e-45,1.386501796169633e-45,0.5,H,H,Win,125,131
256,256,3.2351708577291435e-45,2.4263781432968577e-45,0.5,H,H,Win,126,131
257,257,5.661549001026001e-45,4.246161750769501e-45,0.5,H,T,Lose,126,132
258,258,1.4153872502565e-45,1.061540437692375e-45,0.5,H,T,Lose,126,133
259,259,3.53846812564125e-46,2.6538510942309373e-46,0.5,H,T,Lose,126,134
260,260,8.846170314103124e-47,6.634627735577343e-47,0.5,H,T,Lose,126,135
261,261,2.211542578525781e-47,1.6586569338943358e-47,0.5,H,T,Lose,126,136
262,262,5.528856446314453e-48,4.1466423347358396e-48,0.5,H,T,Lose,126,137
263,263,1.3822141115786132e-48,1.0366605836839599e-48,0.5,H,T,Lose,126,138
264,264,3.455535278946533e-49,2.5916514592098997e-49,0.5,H,H,Win,127,138
265,265,6.047186738156433e-49,4.535390053617324e-49,0.5,H,T,Lose,127,139
266,266,1.5117966845391084e-49,1.1338475134043313e-49,0.5,H,T,Lose,127,140
267,267,3.779491711347771e-50,2.834618783510828e-50,0.5,H,H,Win,128,140
268,268,6.614110494858599e-50,4.960582871143949e-50,0.5,H,T,Lose,128,141
269,269,1.65352762371465e-50,1.2401457177859875e-50,0.5,H,T,Lose,128,142
270,270,4.133819059286625e-51,3.100364294464969e-51,0.5,H,H,Win,129,142
271,271,7.234183353751593e-51,5.425637515313695e-51,0.5,H,T,Lose,129,143
272,272,1.8085458384378983e-51,1.3564093788284237e-51,0.5,H,T,Lose,129,144
273,273,4.521364596094746e-52,3.391023447071059e-52,0.5,H,T,Lose,129,145
274,274,1.1303411490236864e-52,8.477558617677648e-53,0.5,H,H,Win,130,145
275,275,1.9780970107914513e-52,1.4835727580935884e-52,0.5,H,T,Lose,130,146
276,276,4.945242526978629e-53,3.708931895233972e-53,0.5,H,T,Lose,130,147
277,277,1.2363106317446573e-53,9.27232973808493e-54,0.5,H,H,Win,131,147
278,278,2.16354360555315e-53,1.6226577041648625e-53,0.5,H,T,Lose,131,148
279,279,5.408859013882875e-54,4.056644260412156e-54,0.5,H,T,Lose,131,149
280,280,1.3522147534707188e-54,1.014161065103039e-54,0.5,H,H,Win,132,149
281,281,2.366375818573758e-54,1.7747818639303186e-54,0.5,H,T,Lose,132,150
282,282,5.9159395464343935e-55,4.436954659825795e-55,0.5,H,H,Win,133,150
283,283,1.0352894206260189e-54,7.764670654695142e-55,0.5,H,H,Win,134,150
284,284,1.811756486095533e-54,1.3588173645716498e-54,0.5,H,H,Win,135,150
285,285,3.170573850667183e-54,2.3779303880003872e-54,0.5,H,T,Lose,135,151
286,286,7.926434626667957e-55,5.944825970000968e-55,0.5,H,T,Lose,135,152
287,287,1.9816086566669893e-55,1.486206492500242e-55,0.5,H,H,Win,136,152
288,288,3.467815149167231e-55,2.6008613618754232e-55,0.5,H,H,Win,137,152
289,289,6.068676511042654e-55,4.55150738328199e-55,0.5,H,T,Lose,137,153
290,290,1.5171691277606634e-55,1.1378768458204976e-55,0.5,H,H,Win,138,153
291,291,2.6550459735811612e-55,1.9912844801858707e-55,0.5,H,T,Lose,138,154
292,292,6.637614933952905e-56,4.978211200464679e-56,0.5,H,T,Lose,138,155
293,293,1.6594037334882262e-56,1.2445528001161696e-56,0.5,H,T,Lose,138,156
294,294,4.1485093337205655e-57,3.111382000290424e-57,0.5,H,H,Win,139,156
295,295,7.25989133401099e-57,5.444918500508242e-57,0.5,H,T,Lose,139,157
296,296,1.814972833502747e-57,1.3612296251270603e-57,0.5,H,T,Lose,139,158
297,297,4.537432083756868e-58,3.403074062817651e-58,0.5,H,H,Win,140,158
298,298,7.940506146574519e-58,5.9553796099308886e-58,0.5,H,H,Win,141,158
299,299,1.389588575650541e-57,1.0421914317379057e-57,0.5,H,T,Lose,141,159
300,300,3.473971439126352e-58,2.605478579344764e-58,0.5,H,H,Win,142,159
301,301,6.079450018471116e-58,4.5595875138533374e-58,0.5,H,T,Lose,142,160
302,302,1.5198625046177789e-58,1.1398968784633342e-58,0.5,H,T,Lose,142,161
303,303,3.7996562615444473e-59,2.8497421961583354e-59,0.5,H,T,Lose,142,162
304,304,9.499140653861118e-60,7.124355490395839e-60,0.5,H,T,Lose,142,163
305,305,2.3747851634652795e-60,1.7810888725989596e-60,0.5,H,H,Win,143,163
306,306,4.1558740360642395e-60,3.11690552704818e-60,0.5,H,H,Win,144,163
307,307,7.272779563112419e-60,5.454584672334314e-60,0.5,H,T,Lose,144,164
308,308,1.8181948907781048e-60,1.3636461680835786e-60,0.5,H,H,Win,145,164
309,309,3.181841058861683e-60,2.3863807941462624e-60,0.5,H,T,Lose,145,165
310,310,7.954602647154208e-61,5.965951985365656e-61,0.5,H,T,Lose,145,166
311,311,1.988650661788552e-61,1.491487996341414e-61,0.5,H,T,Lose,145,167
312,312,4.97162665447138e-62,3.728719990853535e-62,0.5,H,H,Win,146,167
313,313,8.700346645324915e-62,6.5252599839936865e-62,0.5,H,H,Win,147,167
314,314,1.5225606629318602e-61,1.1419204971988951e-61,0.5,H,T,Lose,147,168
315,315,3.806401657329651e-62,2.854801242997238e-62,0.5,H,T,Lose,147,169
316,316,9.516004143324127e-63,7.137003107493095e-63,0.5,H,H,Win,148,169
317,317,1.6653007250817223e-62,1.2489755438112916e-62,0.5,H,T,Lose,148,170
318,318,4.163251812704307e-63,3.12243885952823e-63,0.5,H,T,Lose,148,171
319,319,1.0408129531760767e-63,7.806097148820575e-64,0.5,H,T,Lose,148,172
320,320,2.6020323829401917e-64,1.9515242872051438e-64,0.5,H,H,Win,149,172
321,321,4.5535566701453355e-64,3.415167502609002e-64,0.5,H,T,Lose,149,173
322,322,1.1383891675363337e-64,8.537918756522503e-65,0.5,H,H,Win,150,173
323,323,1.992181043188584e-64,1.494135782391438e-64,0.5,H,H,Win,151,173
324,324,3.486316825580022e-64,2.6147376191850167e-64,0.5,H,T,Lose,151,174
325,325,8.715792063950053e-65,6.53684404796254e-65,0.5,H,H,Win,152,174
326,326,1.5252636111912593e-64,1.1439477083934445e-64,0.5,H,H,Win,153,174
327,327,2.669211319584704e-64,2.001908489688528e-64,0.5,H,H,Win,154,174
328,328,4.671119809273232e-64,3.503339856954924e-64,0.5,H,T,Lose,154,175
329,329,1.1677799523183082e-64,8.758349642387311e-65,0.5,H,T,Lose,154,176
330,330,2.9194498807957704e-65,2.189587410596828e-65,0.5,H,T,Lose,154,177
331,331,7.298624701989426e-66,5.47396852649207e-66,0.5,H,T,Lose,154,178
332,332,1.8246561754973565e-66,1.3684921316230174e-66,0.5,H,T,Lose,154,179
333,333,4.561640438743391e-67,3.4212303290575434e-67,0.5,H,H,Win,155,179
334,334,7.982870767800935e-67,5.987153075850702e-67,0.5,H,H,Win,156,179
