,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
45,45,7359.971177951524,367.99855889757623,0.5,H,H,Win,21,25
46,46,7727.9697368491,386.398486842455,0.4,H,T,Lose,21,26
47,47,7341.571250006645,367.0785625003323,0.4,H,T,Lose,21,27
48,48,6974.492687506312,348.72463437531565,0.4,H,T,Lose,21,28
49,49,6625.768053130996,331.2884026565498,0.4,H,T,Lose,21,29
50,50,6294.479650474446,314.7239825237223,0.4,H,T,Lose,21,30
51,51,5979.755667950724,298.98778339753625,0.4,H,H,Win,22,30
52,52,6278.74345134826,313.93717256741303,0.4,H,T,Lose,22,31
53,53,5964.806278780848,298.2403139390424,0.4,H,T,Lose,22,32
54,54,5666.565964841805,283.3282982420903,0.4,H,H,Win,23,32
55,55,5949.894263083896,297.4947131541948,0.4,H,T,Lose,23,33
56,56,5652.399549929701,282.61997749648503,0.4,H,H,Win,24,33
57,57,5935.019527426186,296.7509763713093,0.4,H,H,Win,25,33
58,58,6231.770503797496,311.5885251898748,0.4,H,T,Lose,25,34
59,59,5920.181978607621,296.00909893038107,0.4,H,H,Win,26,34
60,60,6216.191077538002,310.8095538769001,0.4,H,T,Lose,26,35
61,61,5905.381523661102,295.2690761830551,0.4,H,T,Lose,26,36
62,62,5610.112447478046,280.5056223739023,0.4,H,T,Lose,26,37
63,63,5329.606825104144,266.48034125520724,0.4,H,H,Win,27,37
64,64,5596.087166359352,279.80435831796757,0.4,H,H,Win,28,37
65,65,5875.8915246773195,293.794576233866,0.4,H,H,Win,29,37
66,66,6169.686100911185,308.48430504555927,0.4,H,T,Lose,29,38
67,67,5861.201795865626,293.0600897932813,0.4,H,H,Win,30,38
68,68,6154.261885658907,307.71309428294535,0.4,H,T,Lose,30,39
69,69,5846.548791375962,292.32743956879807,0.4,H,T,Lose,30,40
70,70,5554.221351807164,277.7110675903582,0.4,H,T,Lose,30,41
71,71,5276.510284216805,263.82551421084025,0.4,H,H,Win,31,41
72,72,5540.335798427645,277.01678992138227,0.4,H,T,Lose,31,42
73,73,5263.319008506263,263.16595042531316,0.4,H,H,Win,32,42
74,74,5526.484958931576,276.32424794657885,0.4,H,H,Win,33,42
75,75,5802.809206878155,290.14046034390776,0.4,H,T,Lose,33,43
76,76,5512.6687465342475,275.6334373267124,0.4,H,H,Win,34,43
77,77,5788.30218386096,289.415109193048,0.4,H,H,Win,35,43
78,78,6077.717293054008,303.88586465270043,0.4,H,T,Lose,35,44
79,79,5773.831428401308,288.6915714200654,0.5,H,H,Win,36,44
80,80,6062.522999821373,303.12614999106864,0.5,H,H,Win,37,44
81,81,6365.6491498124415,318.2824574906221,0.5,H,H,Win,38,44
82,82,6683.931607303063,334.1965803651532,0.5,H,H,Win,39,44
83,83,7018.128187668216,350.90640938341085,0.5,H,H,Win,40,44
84,84,7369.034597051626,368.45172985258137,0.5,H,H,Win,41,44
85,85,7737.486326904208,386.87431634521045,0.5,H,H,Win,42,44
86,86,8124.360643249418,406.21803216247093,0.5,H,H,Win,43,44
87,87,8530.578675411889,426.52893377059445,0.5,H,T,Lose,43,45
88,88,8104.0497416412945,405.20248708206475,0.5,H,H,Win,44,45
89,89,8509.252228723359,425.46261143616795,0.5,H,T,Lose,44,46
90,90,8083.789617287191,404.18948086435955,0.5,H,H,Win,45,46
91,91,8487.97909815155,424.39895490757755,0.5,H,H,Win,46,46
92,92,8912.378053059128,445.6189026529564,0.5,H,H,Win,47,46
93,93,9357.996955712086,467.8998477856043,0.5,H,T,Lose,47,47
94,94,8890.097107926482,444.5048553963241,0.5,H,T,Lose,47,48
95,95,8445.592252530158,422.2796126265079,0.5,H,H,Win,48,48
96,96,8867.871865156665,443.3935932578333,0.5,H,H,Win,49,48
97,97,9311.265458414498,465.56327292072496,0.5,H,T,Lose,49,49
98,98,8845.702185493774,442.2851092746887,0.5,H,H,Win,50,49
99,99,9287.987294768463,464.3993647384232,0.5,H,H,Win,51,49
100,100,9752.386659506887,487.6193329753444,0.5,H,T,Lose,51,50
101,101,9264.767326531542,463.23836632657714,0.5,H,T,Lose,51,51
102,102,8801.528960204965,440.07644801024827,0.5,H,T,Lose,51,52
103,103,8361.452512194717,418.0726256097359,0.5,H,T,Lose,51,53
104,104,7943.379886584981,397.1689943292491,0.5,H,T,Lose,51,54
105,105,7546.210892255732,377.3105446127866,0.5,H,H,Win,52,54
106,106,7923.521436868518,396.1760718434259,0.5,H,H,Win,53,54
107,107,8319.697508711944,415.98487543559725,0.5,H,T,Lose,53,55
108,108,7903.712633276347,395.1856316638174,0.5,H,H,Win,54,55
109,109,8298.898264940164,414.94491324700823,0.5,H,T,Lose,54,56
110,110,7883.953351693156,394.19766758465784,0.5,H,T,Lose,54,57
111,111,7489.755684108498,374.48778420542493,0.5,H,H,Win,55,57
112,112,7864.243468313923,393.21217341569616,0.5,H,H,Win,56,57
113,113,8257.455641729619,412.872782086481,0.5,H,T,Lose,56,58
114,114,7844.582859643138,392.22914298215693,0.5,H,T,Lose,56,59
115,115,7452.353716660981,372.6176858330491,0.5,H,H,Win,57,59
116,116,7824.97140249403,391.24857012470153,0.5,H,H,Win,58,59
117,117,8216.219972618732,410.81099863093664,0.5,H,H,Win,59,59
118,118,8627.03097124967,431.35154856248346,0.5,H,H,Win,60,59
119,119,9058.382519812152,452.91912599060765,0.5,H,H,Win,61,59
120,120,9511.30164580276,475.565082290138,0.5,H,H,Win,62,59
121,121,9986.866728092897,499.34333640464484,0.5,H,T,Lose,62,60
122,122,9487.523391688252,474.3761695844126,0.5,H,T,Lose,62,61
123,123,9013.147222103838,450.65736110519197,0.5,H,T,Lose,62,62
124,124,8562.489860998647,428.12449304993237,0.5,H,H,Win,63,62
125,125,8990.61435404858,449.530717702429,0.5,H,H,Win,64,62
126,126,9440.145071751009,472.00725358755045,0.5,H,T,Lose,64,63
127,127,8968.137818163459,448.40689090817295,0.5,H,T,Lose,64,64
128,128,8519.730927255287,425.98654636276433,0.5,H,T,Lose,64,65
129,129,8093.744380892522,404.6872190446261,0.5,H,T,Lose,64,66
130,130,7689.057161847895,384.45285809239476,0.5,H,H,Win,65,66
131,131,8073.51001994029,403.6755009970145,0.5,H,H,Win,66,66
132,132,8477.185520937304,423.85927604686526,0.5,H,H,Win,67,66
133,133,8901.04479698417,445.0522398492085,0.5,H,T,Lose,67,67
134,134,8455.992557134961,422.7996278567481,0.5,H,H,Win,68,67
135,135,8878.79218499171,443.9396092495855,0.5,H,T,Lose,68,68
136,136,8434.852575742123,421.7426287871062,0.5,H,T,Lose,68,69
137,137,8013.109946955017,400.6554973477509,0.5,H,H,Win,69,69
138,138,8413.765444302768,420.6882722151384,0.5,H,H,Win,70,69
139,139,8834.453716517906,441.7226858258953,0.5,H,H,Win,71,69
140,140,9276.1764023438,463.80882011719007,0.5,H,H,Win,72,69
141,141,9739.985222460991,486.99926112304956,0.5,H,T,Lose,72,70
142,142,9252.985961337941,462.6492980668971,0.5,H,T,Lose,72,71
143,143,8790.336663271044,439.51683316355223,0.5,H,T,Lose,72,72
144,144,8350.819830107492,417.5409915053746,0.5,H,T,Lose,72,73
145,145,7933.2788386021175,396.6639419301059,0.5,H,T,Lose,72,74
146,146,7536.614896672012,376.83074483360065,0.5,H,T,Lose,72,75
147,147,7159.784151838411,357.9892075919206,0.5,H,T,Lose,72,76
148,148,6801.794944246491,340.08974721232454,0.5,H,T,Lose,72,77
149,149,6461.705197034166,323.0852598517083,0.5,H,H,Win,73,77
150,150,6784.790456885875,339.2395228442938,0.5,H,H,Win,74,77
151,151,7124.029979730169,356.20149898650845,0.5,H,H,Win,75,77
152,152,7480.231478716677,374.0115739358339,0.5,H,T,Lose,75,78
153,153,7106.219904780843,355.31099523904214,0.5,H,T,Lose,75,79
154,154,6750.9089095418,337.54544547709,0.5,H,T,Lose,75,80
155,155,6413.363464064711,320.66817320323554,0.5,H,T,Lose,75,81
156,156,6092.695290861475,304.63476454307374,0.5,H,H,Win,76,81
157,157,6397.330055404549,319.8665027702275,0.5,H,H,Win,77,81
158,158,6717.196558174776,335.85982790873885,0.5,H,T,Lose,77,82
159,159,6381.336730266037,319.0668365133019,0.5,H,H,Win,78,82
160,160,6700.403566779339,335.02017833896696,0.5,H,H,Win,79,82
161,161,7035.423745118305,351.77118725591527,0.5,H,H,Win,80,82
162,162,7387.194932374221,369.3597466187111,0.5,H,H,Win,81,82
163,163,7756.554678992932,387.82773394964664,0.5,H,T,Lose,81,83
164,164,7368.726945043286,368.4363472521643,0.5,H,T,Lose,81,84
165,165,7000.290597791121,350.0145298895561,0.5,H,H,Win,82,84
166,166,7350.305127680677,367.5152563840339,0.5,H,T,Lose,82,85
167,167,6982.7898712966435,349.1394935648322,0.5,H,H,Win,83,85
168,168,7331.929364861476,366.5964682430738,0.5,H,H,Win,84,85
169,169,7698.52583310455,384.9262916552275,0.5,H,T,Lose,84,86
170,170,7313.599541449323,365.67997707246616,0.5,H,H,Win,85,86
171,171,7679.279518521789,383.96397592608946,0.5,H,H,Win,86,86
172,172,8063.243494447879,403.16217472239396,0.5,H,T,Lose,86,87
173,173,7660.081319725485,383.00406598627427,0.5,H,H,Win,87,87
174,174,8043.085385711759,402.154269285588,0.5,H,H,Win,88,87
175,175,8445.239654997347,422.2619827498674,0.5,H,T,Lose,88,88
176,176,8022.97767224748,401.148883612374,0.5,H,H,Win,89,88
177,177,8424.126555859853,421.2063277929927,0.5,H,T,Lose,89,89
178,178,8002.920228066861,400.14601140334304,0.5,H,T,Lose,89,90
179,179,7602.774216663517,380.1387108331759,0.5,H,H,Win,90,90
180,180,7982.912927496693,399.14564637483466,0.5,H,T,Lose,90,91
181,181,7583.767281121858,379.18836405609295,0.5,H,T,Lose,90,92
182,182,7204.578917065765,360.2289458532883,0.5,H,T,Lose,90,93
183,183,6844.349971212477,342.2174985606239,0.5,H,T,Lose,90,94
184,184,6502.132472651852,325.10662363259263,0.5,H,T,Lose,90,95
185,185,6177.02584901926,308.851292450963,0.5,H,T,Lose,90,96
186,186,5868.174556568297,293.40872782841484,0.5,H,H,Win,91,96
187,187,6161.583284396712,308.0791642198356,0.5,H,H,Win,92,96
188,188,6469.662448616547,323.4831224308274,0.5,H,T,Lose,92,97
189,189,6146.17932618572,307.308966309286,0.5,H,H,Win,93,97
190,190,6453.488292495006,322.67441462475034,0.5,H,H,Win,94,97
191,191,6776.162707119756,338.8081353559878,0.5,H,H,Win,95,97
192,192,7114.970842475745,355.7485421237873,0.5,H,H,Win,96,97
193,193,7470.719384599532,373.5359692299766,0.5,H,H,Win,97,97
194,194,7844.255353829508,392.2127676914754,0.5,H,T,Lose,97,98
195,195,7452.042586138033,372.60212930690165,0.5,H,T,Lose,97,99
196,196,7079.440456831131,353.97202284155657,0.5,H,H,Win,98,99
197,197,7433.412479672687,371.6706239836344,0.5,H,T,Lose,98,100
198,198,7061.741855689053,353.0870927844527,0.5,H,H,Win,99,100
199,199,7414.828948473506,370.7414474236753,0.5,H,T,Lose,99,101
200,200,7044.08750104983,352.2043750524915,0.5,H,T,Lose,99,102
201,201,6691.8831259973385,334.59415629986694,0.5,H,H,Win,100,102
202,202,7026.477282297205,351.32386411486027,0.5,H,H,Win,101,102
203,203,7377.8011464120655,368.8900573206033,0.5,H,H,Win,102,102
204,204,7746.691203732669,387.3345601866335,0.5,H,H,Win,103,102
205,205,8134.025763919302,406.70128819596516,0.5,H,H,Win,104,102
206,206,8540.727052115268,427.0363526057634,0.5,H,H,Win,105,102
207,207,8967.76340472103,448.38817023605156,0.5,H,H,Win,106,102
208,208,9416.151574957083,470.80757874785417,0.5,H,H,Win,107,102
209,209,9886.959153704936,494.34795768524685,0.5,H,H,Win,108,102
210,210,10381.307111390182,519.0653555695092,0.5,H,T,Lose,108,103
211,211,9862.241755820673,493.1120877910337,0.5,H,T,Lose,108,104
212,212,9369.129668029638,468.45648340148193,0.5,H,T,Lose,108,105
213,213,8900.673184628156,445.03365923140785,0.5,H,T,Lose,108,106
214,214,8455.63952539675,422.7819762698375,0.5,H,H,Win,109,106
215,215,8878.421501666588,443.9210750833294,0.5,H,H,Win,110,106
216,216,9322.342576749917,466.1171288374959,0.5,H,H,Win,111,106
217,217,9788.459705587413,489.42298527937066,0.5,H,H,Win,112,106
218,218,10277.882690866783,513.8941345433392,0.5,H,T,Lose,112,107
219,219,9763.988556323444,488.1994278161722,0.5,H,T,Lose,112,108
220,220,9275.789128507271,463.7894564253636,0.5,H,T,Lose,112,109
221,221,8811.999672081907,440.59998360409537,0.5,H,T,Lose,112,110
222,222,8371.399688477812,418.5699844238906,0.5,H,H,Win,113,110
223,223,8789.969672901701,439.4984836450851,0.5,H,H,Win,114,110
224,224,9229.468156546787,461.4734078273394,0.5,H,T,Lose,114,111
225,225,8767.994748719448,438.3997374359724,0.5,H,H,Win,115,111
226,226,9206.39448615542,460.31972430777097,0.5,H,T,Lose,115,112
227,227,8746.074761847649,437.30373809238245,0.5,H,H,Win,116,112
228,228,9183.37849994003,459.16892499700157,0.5,H,H,Win,117,112
229,229,9642.547424937033,482.1273712468517,0.5,H,T,Lose,117,113
230,230,9160.42005369018,458.0210026845091,0.5,H,T,Lose,117,114
231,231,8702.399051005672,435.11995255028364,0.5,H,T,Lose,117,115
232,232,8267.279098455389,413.36395492276944,0.5,H,H,Win,118,115
233,233,8680.643053378159,434.03215266890794,0.5,H,H,Win,119,115
234,234,9114.675206047066,455.73376030235335,0.5,H,T,Lose,119,116
235,235,8658.941445744713,432.94707228723564,0.5,H,T,Lose,119,117
236,236,8225.994373457477,411.2997186728739,0.5,H,H,Win,120,117
237,237,8637.29409213035,431.86470460651753,0.5,H,T,Lose,120,118
238,238,8205.429387523833,410.27146937619165,0.5,H,H,Win,121,118
239,239,8615.700856900025,430.78504284500127,0.5,H,T,Lose,121,119
240,240,8184.9158140550235,409.2457907027512,0.5,H,H,Win,122,119
241,241,8594.161604757775,429.7080802378888,0.5,H,H,Win,123,119
242,242,9023.869684995665,451.1934842497833,0.5,H,T,Lose,123,120
243,243,8572.676200745882,428.6338100372941,0.5,H,T,Lose,123,121
244,244,8144.042390708588,407.2021195354294,0.5,H,T,Lose,123,122
245,245,7736.840271173159,386.842013558658,0.5,H,H,Win,124,122
246,246,8123.682284731816,406.18411423659086,0.5,H,T,Lose,124,123
247,247,7717.498170495225,385.8749085247613,0.5,H,H,Win,125,123
248,248,8103.373079019986,405.1686539509993,0.5,H,T,Lose,125,124
249,249,7698.204425068987,384.9102212534494,0.5,H,H,Win,126,124
250,250,8083.114646322436,404.1557323161218,0.5,H,H,Win,127,124
251,251,8487.270378638557,424.3635189319279,0.5,H,T,Lose,127,125
252,252,8062.90685970663,403.1453429853315,0.5,H,H,Win,128,125
253,253,8466.05220269196,423.30261013459807,0.5,H,H,Win,129,125
254,254,8889.35481282656,444.46774064132796,0.5,H,T,Lose,129,126
255,255,8444.88707218523,422.24435360926157,0.5,H,T,Lose,129,127
256,256,8022.642718575969,401.1321359287985,0.5,H,T,Lose,129,128
257,257,7621.510582647171,381.07552913235855,0.5,H,T,Lose,129,129
258,258,7240.435053514812,362.02175267574063,0.5,H,H,Win,130,129
259,259,7602.456806190553,380.12284030952765,0.5,H,H,Win,131,129
260,260,7982.57964650008,399.128982325004,0.5,H,T,Lose,131,130
261,261,7583.450664175076,379.1725332087538,0.5,H,T,Lose,131,131
262,262,7204.278130966322,360.2139065483161,0.5,H,H,Win,132,131
263,263,7564.4920375146385,378.22460187573193,0.5,H,H,Win,133,131
264,264,7942.716639390371,397.13583196951856,0.5,H,T,Lose,133,132
265,265,7545.580807420853,377.27904037104264,0.5,H,H,Win,134,132
266,266,7922.859847791895,396.1429923895948,0.5,H,H,Win,135,132
267,267,8319.002840181489,415.95014200907445,0.5,H,H,Win,136,132
268,268,8734.952982190563,436.7476491095282,0.5,H,H,Win,137,132
269,269,9171.700631300091,458.58503156500456,0.5,H,T,Lose,137,133
270,270,8713.115599735087,435.6557799867544,0.5,H,H,Win,138,133
271,271,9148.771379721842,457.43856898609215,0.5,H,H,Win,139,133
272,272,9606.209948707934,480.3104974353967,0.5,H,T,Lose,139,134
273,273,9125.899451272537,456.29497256362686,0.5,H,T,Lose,139,135
274,274,8669.60447870891,433.48022393544557,0.5,H,H,Win,140,135
275,275,9103.084702644355,455.15423513221776,0.5,H,H,Win,141,135
276,276,9558.238937776572,477.91194688882865,0.5,H,T,Lose,141,136
277,277,9080.326990887743,454.01634954438714,0.5,H,T,Lose,141,137
278,278,8626.310641343356,431.31553206716785,0.5,H,T,Lose,141,138
279,279,8194.995109276188,409.7497554638094,0.5,H,H,Win,142,138
280,280,8604.744864739998,430.2372432369999,0.5,H,T,Lose,142,139
281,281,8174.507621502998,408.7253810751499,0.5,H,T,Lose,142,140
282,282,7765.782240427848,388.2891120213924,0.5,H,T,Lose,142,141
283,283,7377.493128406455,368.87465642032276,0.5,H,T,Lose,142,142
284,284,7008.618471986132,350.43092359930665,0.5,H,H,Win,143,142
285,285,7359.049395585439,367.95246977927195,0.5,H,T,Lose,143,143
286,286,6991.096925806167,349.5548462903084,0.5,H,T,Lose,143,144
287,287,6641.542079515859,332.07710397579297,0.5,H,H,Win,144,144
288,288,6973.619183491652,348.6809591745826,0.5,H,H,Win,145,144
289,289,7322.300142666234,366.11500713331174,0.5,H,H,Win,146,144
290,290,7688.415149799545,384.4207574899773,0.5,H,H,Win,147,144
291,291,8072.835907289523,403.64179536447614,0.5,H,H,Win,148,144
292,292,8476.477702654,423.8238851327,0.5,H,T,Lose,148,145
293,293,8052.6538175213,402.632690876065,0.5,H,T,Lose,148,146
294,294,7650.021126645235,382.5010563322618,0.5,H,T,Lose,148,147
295,295,7267.520070312973,363.3760035156487,0.5,H,H,Win,149,147
296,296,7630.896073828621,381.54480369143107,0.5,H,H,Win,150,147
297,297,8012.440877520053,400.62204387600264,0.5,H,H,Win,151,147
298,298,8413.062921396055,420.65314606980274,0.5,H,T,Lose,151,148
299,299,7992.409775326252,399.62048876631263,0.5,H,H,Win,152,148
300,300,8392.030264092566,419.6015132046283,0.5,H,H,Win,153,148
301,301,8811.631777297194,440.5815888648597,0.5,H,H,Win,154,148
302,302,9252.213366162054,462.61066830810273,0.5,H,T,Lose,154,149
303,303,8789.60269785395,439.48013489269755,0.5,H,H,Win,155,149
304,304,9229.082832746648,461.45414163733244,0.5,H,H,Win,156,149
305,305,9690.53697438398,484.52684871919905,0.5,H,T,Lose,156,150
306,306,9206.010125664781,460.3005062832391,0.5,H,T,Lose,156,151
307,307,8745.709619381541,437.28548096907707,0.5,H,H,Win,157,151
308,308,9182.995100350618,459.1497550175309,0.5,H,H,Win,158,151
309,309,9642.144855368148,482.1072427684074,0.5,H,T,Lose,158,152
310,310,9160.03761259974,458.00188062998706,0.5,H,T,Lose,158,153
311,311,8702.035731969754,435.1017865984877,0.5,H,H,Win,159,153
312,312,9137.137518568241,456.8568759284121,0.5,H,H,Win,160,153
313,313,9593.994394496653,479.6997197248327,0.5,H,H,Win,161,153
314,314,10073.694114221486,503.6847057110743,0.5,H,T,Lose,161,154
315,315,9570.009408510412,478.50047042552063,0.5,H,T,Lose,161,155
316,316,9091.508938084891,454.5754469042446,0.5,H,T,Lose,161,156
317,317,8636.933491180647,431.8466745590324,0.5,H,T,Lose,161,157
318,318,8205.086816621615,410.25434083108075,0.5,H,H,Win,162,157
319,319,8615.341157452696,430.76705787263484,0.5,H,T,Lose,162,158
320,320,8184.574099580062,409.2287049790031,0.5,H,T,Lose,162,159
321,321,7775.345394601059,388.76726973005293,0.5,H,H,Win,163,159
322,322,8164.112664331112,408.2056332165556,0.5,H,T,Lose,163,160
323,323,7755.907031114556,387.79535155572785,0.5,H,H,Win,164,160
324,324,8143.702382670284,407.18511913351426,0.5,H,H,Win,165,160
325,325,8550.887501803798,427.54437509018993,0.5,H,T,Lose,165,161
326,326,8123.343126713608,406.16715633568043,0.5,H,H,Win,166,161
327,327,8529.510283049289,426.4755141524645,0.5,H,T,Lose,166,162
328,328,8103.034768896824,405.1517384448412,0.5,H,H,Win,167,162
329,329,8508.186507341665,425.4093253670833,0.5,H,T,Lose,167,163
330,330,8082.777181974581,404.1388590987291,0.5,H,H,Win,168,163
331,331,8486.916041073311,424.3458020536656,0.5,H,H,Win,169,163
332,332,8911.261843126977,445.56309215634883,0.5,H,T,Lose,169,164
333,333,8465.698750970627,423.2849375485314,0.5,H,T,Lose,169,165
334,334,8042.413813422096,402.1206906711048,0.5,H,T,Lose,169,166
335,335,7640.293122750991,382.01465613754954,0.5,H,H,Win,170,166
336,336,8022.30777888854,401.115388944427,0.5,H,T,Lose,170,167
337,337,7621.1923899441135,381.0596194972057,0.5,H,T,Lose,170,168
338,338,7240.132770446908,362.0066385223454,0.5,H,T,Lose,170,169
339,339,6878.126131924562,343.90630659622815,0.5,H,H,Win,171,169
340,340,7222.0324385207905,361.10162192603957,0.5,H,H,Win,172,169
341,341,7583.13406044683,379.1567030223415,0.5,H,H,Win,173,169
342,342,7962.290763469171,398.1145381734586,0.5,H,T,Lose,173,170
343,343,7564.176225295712,378.20881126478565,0.5,H,H,Win,174,170
344,344,7942.385036560498,397.1192518280249,0.5,H,H,Win,175,170
345,345,8339.504288388522,416.9752144194261,0.5,H,H,Win,176,170
346,346,8756.479502807948,437.8239751403974,0.5,H,H,Win,177,170
347,347,9194.303477948346,459.71517389741734,0.5,H,T,Lose,177,171
348,348,8734.588304050929,436.7294152025465,0.5,H,T,Lose,177,172
349,349,8297.858888848383,414.89294444241915,0.5,H,H,Win,178,172
350,350,8712.751833290802,435.63759166454014,0.5,H,H,Win,179,172
351,351,9148.389424955341,457.4194712477671,0.5,H,H,Win,180,172
352,352,9605.808896203109,480.29044481015546,0.5,H,H,Win,181,172
353,353,10086.099341013265,504.30496705066327,0.5,H,H,Win,182,172
354,354,10590.404308063928,529.5202154031964,0.5,H,T,Lose,182,173
355,355,10060.884092660732,503.0442046330366,0.5,H,H,Win,183,173
356,356,10563.928297293769,528.1964148646884,0.5,H,T,Lose,183,174
357,357,10035.731882429081,501.7865941214541,0.5,H,H,Win,184,174
358,358,10537.518476550536,526.8759238275269,0.5,H,H,Win,185,174
359,359,11064.394400378063,553.2197200189032,0.5,H,H,Win,186,174
360,360,11617.614120396967,580.8807060198484,0.5,H,H,Win,187,174
361,361,12198.494826416816,609.9247413208408,0.5,H,H,Win,188,174
362,362,12808.419567737657,640.4209783868829,0.5,H,T,Lose,188,175
363,363,12167.998589350775,608.3999294675388,0.5,H,H,Win,189,175
364,364,12776.398518818314,638.8199259409157,0.5,H,H,Win,190,175
365,365,13415.21844475923,670.7609222379615,0.5,H,T,Lose,190,176
366,366,12744.457522521268,637.2228761260635,0.5,H,T,Lose,190,177
367,367,12107.234646395205,605.3617323197603,0.5,H,H,Win,191,177
368,368,12712.596378714965,635.6298189357483,0.5,H,T,Lose,191,178
369,369,12076.966559779217,603.8483279889609,0.5,H,T,Lose,191,179
370,370,11473.118231790257,573.6559115895128,0.5,H,T,Lose,191,180
371,371,10899.462320200744,544.9731160100372,0.5,H,T,Lose,191,181
372,372,10354.489204190708,517.7244602095354,0.5,H,H,Win,192,181
373,373,10872.213664400244,543.6106832200122,0.5,H,T,Lose,192,182
374,374,10328.602981180231,516.4301490590116,0.5,H,H,Win,193,182
375,375,10845.033130239242,542.2516565119621,0.5,H,T,Lose,193,183
376,376,10302.78147372728,515.139073686364,0.5,H,T,Lose,193,184
377,377,9787.642400040917,489.3821200020459,0.5,H,T,Lose,193,185
378,378,9298.26028003887,464.91301400194357,0.5,H,T,Lose,193,186
379,379,8833.347266036926,441.6673633018463,0.5,H,H,Win,194,186
380,380,9275.014629338773,463.7507314669387,0.5,H,T,Lose,194,187
381,381,8811.263897871835,440.5631948935918,0.5,H,H,Win,195,187
382,382,9251.827092765427,462.59135463827135,0.5,H,T,Lose,195,188
383,383,8789.235738127156,439.4617869063578,0.5,H,H,Win,196,188
384,384,9228.697525033514,461.43487625167575,0.5,H,H,Win,197,188
385,385,9690.132401285191,484.50662006425955,0.5,H,H,Win,198,188
386,386,10174.63902134945,508.73195106747255,0.5,H,T,Lose,198,189
387,387,9665.907070281977,483.2953535140989,0.5,H,T,Lose,198,190
388,388,9182.611716767879,459.1305858383939,0.5,H,T,Lose,198,191
389,389,8723.481130929486,436.1740565464743,0.5,H,T,Lose,198,192
390,390,8287.30707438301,414.36535371915056,0.5,H,T,Lose,198,193
391,391,7872.94172066386,393.64708603319303,0.5,H,T,Lose,198,194
392,392,7479.294634630667,373.9647317315334,0.5,H,H,Win,199,194
