,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
33,33,9496.595288850207,94.96595288850207,0.6,T,T,Win,21,13
34,34,9591.56124173871,95.9156124173871,0.6,T,H,Lose,22,13
35,35,9495.645629321321,94.95645629321322,0.6,T,H,Lose,23,13
36,36,9400.689173028108,94.00689173028108,0.6,T,T,Win,23,14
37,37,9494.69606475839,94.9469606475839,0.6,T,H,Lose,24,14
38,38,9399.749104110806,93.99749104110806,0.6,T,T,Win,24,15
39,39,9493.746595151913,94.93746595151913,0.6,T,H,Lose,25,15
40,40,9398.809129200394,93.98809129200394,0.6,T,T,Win,25,16
41,41,9492.797220492397,94.92797220492398,0.6,T,H,Lose,26,16
42,42,9397.869248287474,93.97869248287473,0.6,T,H,Lose,27,16
43,43,9303.890555804599,93.038905558046,0.6,T,H,Lose,28,16
44,44,9210.851650246554,92.10851650246553,0.6,T,T,Win,28,17
45,45,9302.960166749019,93.02960166749018,0.6,T,T,Win,28,18
46,46,9395.98976841651,93.9598976841651,0.6,T,T,Win,28,19
47,47,9489.949666100674,94.89949666100675,0.6,T,T,Win,28,20
48,48,9584.84916276168,95.84849162761681,0.6,T,T,Win,28,21
49,49,9680.697654389298,96.80697654389299,0.6,T,T,Win,28,22
50,50,9777.50463093319,97.7750463093319,0.5,H,T,Lose,28,23
51,51,9679.729584623858,96.79729584623858,0.5,H,T,Lose,28,24
52,52,9582.93228877762,95.8293228877762,0.5,H,H,Win,29,24
53,53,9678.761611665395,96.78761611665395,0.6,H,H,Win,30,24
54,54,9775.549227782049,97.7554922778205,0.5,H,T,Lose,30,25
55,55,9677.793735504229,96.77793735504228,0.6,H,H,Win,31,25
56,56,9774.57167285927,97.74571672859271,0.6,H,H,Win,32,25
57,57,9872.317389587863,98.72317389587863,0.6,T,T,Win,32,26
58,58,9971.04056348374,99.71040563483741,0.6,H,H,Win,33,26
59,59,10070.750969118579,100.70750969118579,0.6,T,H,Lose,34,26
60,60,9970.043459427394,99.70043459427394,0.6,T,H,Lose,35,26
61,61,9870.34302483312,98.7034302483312,0.6,T,H,Lose,36,26
62,62,9771.639594584789,97.71639594584789,0.6,T,T,Win,36,27
63,63,9869.355990530637,98.69355990530637,0.6,T,T,Win,36,28
64,64,9968.049550435944,99.68049550435944,0.6,T,T,Win,36,29
65,65,10067.730045940303,100.67730045940303,0.6,H,H,Win,37,29
66,66,10168.407346399707,101.68407346399707,0.6,T,H,Lose,38,29
67,67,10066.72327293571,100.6672327293571,0.6,T,T,Win,38,30
68,68,10167.390505665066,101.67390505665065,0.6,T,H,Lose,39,30
69,69,10065.716600608415,100.65716600608415,0.6,T,T,Win,39,31
70,70,10166.373766614499,101.663737666145,0.5,H,T,Lose,39,32
71,71,10064.710028948353,100.64710028948353,0.6,H,H,Win,40,32
72,72,10165.357129237836,101.65357129237837,0.6,H,H,Win,41,32
73,73,10267.010700530214,102.67010700530214,0.6,T,H,Lose,42,32
74,74,10164.340593524912,101.64340593524912,0.6,T,H,Lose,43,32
75,75,10062.697187589663,100.62697187589663,0.6,T,T,Win,43,33
76,76,10163.32415946556,101.6332415946556,0.6,T,T,Win,43,34
77,77,10264.957401060215,102.64957401060215,0.6,T,H,Lose,44,34
78,78,10162.307827049613,101.62307827049614,0.6,T,T,Win,44,35
79,79,10263.93090532011,102.6393090532011,0.6,T,T,Win,44,36
80,80,10366.570214373312,103.66570214373313,0.5,H,T,Lose,44,37
81,81,10262.90451222958,102.62904512229579,0.5,H,H,Win,45,37
82,82,10365.533557351875,103.65533557351876,0.5,H,T,Lose,45,38
83,83,10261.878221778356,102.61878221778356,0.5,H,H,Win,46,38
84,84,10364.497003996139,103.6449700399614,0.6,H,H,Win,47,38
85,85,10468.1419740361,104.681419740361,0.5,H,T,Lose,47,39
86,86,10363.460554295738,103.63460554295739,0.6,H,H,Win,48,39
87,87,10467.095159838695,104.67095159838695,0.5,H,T,Lose,48,40
88,88,10362.424208240307,103.62424208240307,0.5,H,T,Lose,48,41
89,89,10258.799966157903,102.58799966157903,0.5,H,T,Lose,48,42
90,90,10156.211966496325,101.56211966496325,0.5,H,T,Lose,48,43
91,91,10054.649846831362,100.54649846831363,0.5,H,H,Win,49,43
92,92,10155.196345299675,101.55196345299676,0.5,H,H,Win,50,43
93,93,10256.748308752673,102.56748308752672,0.5,H,T,Lose,50,44
94,94,10154.180825665146,101.54180825665146,0.5,H,T,Lose,50,45
95,95,10052.639017408494,100.52639017408494,0.5,H,T,Lose,50,46
96,96,9952.112627234408,99.52112627234408,0.5,H,T,Lose,50,47
97,97,9852.591500962064,98.52591500962065,0.5,H,H,Win,51,47
98,98,9951.117415971685,99.51117415971684,0.5,H,H,Win,52,47
99,99,10050.628590131402,100.50628590131403,0.5,H,T,Lose,52,48
100,100,9950.122304230088,99.50122304230088,0.5,H,H,Win,53,48
101,101,10049.62352727239,100.4962352727239,0.5,H,H,Win,54,48
102,102,10150.119762545113,101.50119762545114,0.5,H,H,Win,55,48
103,103,10251.620960170565,102.51620960170565,0.5,H,T,Lose,55,49
104,104,10149.10475056886,101.4910475056886,0.5,H,T,Lose,55,50
105,105,10047.61370306317,100.4761370306317,0.5,H,H,Win,56,50
106,106,10148.089840093802,101.48089840093803,0.5,H,T,Lose,56,51
107,107,10046.608941692864,100.46608941692864,0.5,H,T,Lose,56,52
108,108,9946.142852275936,99.46142852275936,0.5,H,H,Win,57,52
109,109,10045.604280798696,100.45604280798696,0.5,H,T,Lose,57,53
110,110,9945.148237990708,99.45148237990709,0.5,H,H,Win,58,53
111,111,10044.599720370616,100.44599720370616,0.5,H,T,Lose,58,54
112,112,9944.15372316691,99.4415372316691,0.5,H,H,Win,59,54
113,113,10043.595260398579,100.4359526039858,0.5,H,T,Lose,59,55
114,114,9943.159307794593,99.43159307794593,0.5,H,T,Lose,59,56
115,115,9843.727714716646,98.43727714716647,0.5,H,T,Lose,59,57
116,116,9745.29043756948,97.4529043756948,0.5,H,T,Lose,59,58
117,117,9647.837533193784,96.47837533193784,0.5,H,T,Lose,59,59
118,118,9551.359157861847,95.51359157861847,0.5,H,T,Lose,59,60
119,119,9455.84556628323,94.5584556628323,0.5,H,H,Win,60,60
120,120,9550.404021946062,95.50404021946062,0.5,H,T,Lose,60,61
121,121,9454.899981726601,94.54899981726601,0.5,H,T,Lose,60,62
122,122,9360.350981909336,93.60350981909336,0.5,H,T,Lose,60,63
123,123,9266.747472090243,92.66747472090243,0.5,H,T,Lose,60,64
124,124,9174.079997369341,91.74079997369341,0.5,H,T,Lose,60,65
125,125,9082.339197395648,90.82339197395648,0.5,H,H,Win,61,65
126,126,9173.162589369604,91.73162589369603,0.5,H,T,Lose,61,66
127,127,9081.430963475908,90.81430963475908,0.5,H,T,Lose,61,67
128,128,8990.616653841149,89.9061665384115,0.5,H,H,Win,62,67
129,129,9080.52282037956,90.8052282037956,0.5,H,H,Win,63,67
130,130,9171.328048583355,91.71328048583355,0.5,H,T,Lose,63,68
131,131,9079.614768097521,90.79614768097521,0.5,H,H,Win,64,68
132,132,9170.410915778497,91.70410915778497,0.5,H,T,Lose,64,69
133,133,9078.706806620712,90.78706806620713,0.5,H,H,Win,65,69
134,134,9169.49387468692,91.6949387468692,0.5,H,T,Lose,65,70
135,135,9077.79893594005,90.77798935940051,0.5,H,H,Win,66,70
136,136,9168.57692529945,91.6857692529945,0.5,H,H,Win,67,70
137,137,9260.262694552444,92.60262694552445,0.5,H,T,Lose,67,71
138,138,9167.66006760692,91.6766006760692,0.5,H,H,Win,68,71
139,139,9259.33666828299,92.5933666828299,0.5,H,H,Win,69,71
140,140,9351.930034965819,93.5193003496582,0.5,H,T,Lose,69,72
141,141,9258.41073461616,92.5841073461616,0.5,H,H,Win,70,72
142,142,9350.994841962322,93.50994841962321,0.5,H,T,Lose,70,73
143,143,9257.484893542698,92.57484893542699,0.5,H,H,Win,71,73
144,144,9350.059742478124,93.50059742478125,0.5,H,T,Lose,71,74
145,145,9256.559145053343,92.56559145053343,0.5,H,T,Lose,71,75
146,146,9163.99355360281,91.6399355360281,0.5,H,T,Lose,71,76
147,147,9072.353618066782,90.72353618066782,0.5,H,T,Lose,71,77
148,148,8981.630081886115,89.81630081886115,0.5,H,T,Lose,71,78
149,149,8891.813781067254,88.91813781067255,0.5,H,H,Win,72,78
150,150,8980.731918877927,89.80731918877927,0.5,H,H,Win,73,78
151,151,9070.539238066707,90.70539238066708,0.5,H,H,Win,74,78
152,152,9161.244630447374,91.61244630447375,0.5,H,H,Win,75,78
153,153,9252.857076751849,92.52857076751849,0.5,H,T,Lose,75,79
154,154,9160.32850598433,91.60328505984329,0.5,H,H,Win,76,79
155,155,9251.931791044173,92.51931791044173,0.5,H,H,Win,77,79
156,156,9344.451108954616,93.44451108954615,0.5,H,H,Win,78,79
157,157,9437.895620044163,94.37895620044162,0.5,H,H,Win,79,79
158,158,9532.274576244605,95.32274576244605,0.5,H,H,Win,80,79
159,159,9627.59732200705,96.2759732200705,0.5,H,T,Lose,80,80
160,160,9531.32134878698,95.3132134878698,0.5,H,T,Lose,80,81
161,161,9436.00813529911,94.36008135299109,0.5,H,T,Lose,80,82
162,162,9341.648053946117,93.41648053946118,0.5,H,H,Win,81,82
163,163,9435.064534485578,94.35064534485579,0.5,H,T,Lose,81,83
164,164,9340.713889140723,93.40713889140723,0.5,H,H,Win,82,83
165,165,9434.12102803213,94.3412102803213,0.5,H,T,Lose,82,84
166,166,9339.779817751809,93.39779817751808,0.5,H,T,Lose,82,85
167,167,9246.38201957429,92.4638201957429,0.5,H,H,Win,83,85
168,168,9338.845839770032,93.38845839770032,0.5,H,T,Lose,83,86
169,169,9245.457381372333,92.45457381372333,0.5,H,H,Win,84,86
170,170,9337.911955186057,93.37911955186057,0.5,H,H,Win,85,86
171,171,9431.291074737917,94.31291074737918,0.5,H,T,Lose,85,87
172,172,9336.978163990538,93.36978163990538,0.5,H,H,Win,86,87
173,173,9430.347945630443,94.30347945630443,0.5,H,T,Lose,86,88
174,174,9336.044466174139,93.36044466174138,0.5,H,T,Lose,86,89
175,175,9242.684021512398,92.42684021512397,0.5,H,T,Lose,86,90
176,176,9150.257181297273,91.50257181297273,0.5,H,T,Lose,86,91
177,177,9058.7546094843,90.587546094843,0.5,H,T,Lose,86,92
178,178,8968.167063389457,89.68167063389457,0.5,H,H,Win,87,92
179,179,9057.848734023351,90.57848734023352,0.5,H,H,Win,88,92
180,180,9148.427221363585,91.48427221363585,0.5,H,H,Win,89,92
181,181,9239.911493577221,92.39911493577222,0.5,H,H,Win,90,92
182,182,9332.310608512993,93.32310608512994,0.5,H,T,Lose,90,93
183,183,9238.987502427863,92.38987502427862,0.5,H,T,Lose,90,94
184,184,9146.597627403584,91.46597627403584,0.5,H,T,Lose,90,95
185,185,9055.131651129548,90.55131651129548,0.5,H,T,Lose,90,96
186,186,8964.580334618253,89.64580334618253,0.5,H,T,Lose,90,97
187,187,8874.93453127207,88.7493453127207,0.5,H,H,Win,91,97
188,188,8963.683876584792,89.63683876584791,0.5,H,T,Lose,91,98
189,189,8874.047037818944,88.74047037818944,0.5,H,H,Win,92,98
190,190,8962.787508197132,89.62787508197133,0.5,H,H,Win,93,98
191,191,9052.415383279103,90.52415383279104,0.5,H,H,Win,94,98
192,192,9142.939537111895,91.42939537111896,0.5,H,H,Win,95,98
193,193,9234.368932483014,92.34368932483014,0.5,H,H,Win,96,98
194,194,9326.712621807845,93.26712621807845,0.5,H,H,Win,97,98
195,195,9419.979748025924,94.19979748025924,0.5,H,T,Lose,97,99
196,196,9325.779950545664,93.25779950545665,0.5,H,T,Lose,97,100
197,197,9232.522151040208,92.32522151040209,0.5,H,H,Win,98,100
198,198,9324.84737255061,93.2484737255061,0.5,H,T,Lose,98,101
199,199,9231.598898825105,92.31598898825105,0.5,H,H,Win,99,101
200,200,9323.914887813356,93.23914887813356,0.5,H,H,Win,100,101
201,201,9417.15403669149,94.17154036691491,0.5,H,H,Win,101,101
202,202,9511.325577058406,95.11325577058406,0.5,H,T,Lose,101,102
203,203,9416.212321287821,94.16212321287821,0.5,H,H,Win,102,102
204,204,9510.3744445007,95.103744445007,0.5,H,T,Lose,102,103
205,205,9415.270700055693,94.15270700055693,0.5,H,T,Lose,102,104
206,206,9321.117993055135,93.21117993055135,0.5,H,T,Lose,102,105
207,207,9227.906813124584,92.27906813124584,0.5,H,H,Win,103,105
208,208,9320.18588125583,93.2018588125583,0.5,H,H,Win,104,105
209,209,9413.387740068387,94.13387740068387,0.5,H,T,Lose,104,106
210,210,9319.253862667703,93.19253862667703,0.5,H,H,Win,105,106
211,211,9412.44640129438,94.1244640129438,0.5,H,H,Win,106,106
212,212,9506.570865307325,95.06570865307326,0.5,H,T,Lose,106,107
213,213,9411.505156654252,94.11505156654252,0.5,H,T,Lose,106,108
214,214,9317.390105087708,93.17390105087709,0.5,H,H,Win,107,108
215,215,9410.564006138586,94.10564006138586,0.5,H,T,Lose,107,109
216,216,9316.4583660772,93.16458366077201,0.5,H,H,Win,108,109
217,217,9409.622949737972,94.09622949737972,0.5,H,H,Win,109,109
218,218,9503.719179235351,95.03719179235351,0.5,H,H,Win,110,109
219,219,9598.756371027705,95.98756371027704,0.5,H,T,Lose,110,110
220,220,9502.768807317427,95.02768807317428,0.5,H,T,Lose,110,111
221,221,9407.741119244252,94.07741119244253,0.5,H,T,Lose,110,112
222,222,9313.66370805181,93.1366370805181,0.5,H,H,Win,111,112
223,223,9406.80034513233,94.06800345132329,0.5,H,H,Win,112,112
224,224,9500.868348583652,95.00868348583651,0.5,H,H,Win,113,112
225,225,9595.877032069488,95.95877032069488,0.5,H,H,Win,114,112
226,226,9691.835802390182,96.91835802390182,0.5,H,T,Lose,114,113
227,227,9594.91744436628,95.9491744436628,0.5,H,H,Win,115,113
228,228,9690.866618809943,96.90866618809943,0.5,H,H,Win,116,113
229,229,9787.775284998042,97.87775284998042,0.5,H,T,Lose,116,114
230,230,9689.897532148061,96.89897532148062,0.5,H,T,Lose,116,115
231,231,9592.99855682658,95.9299855682658,0.5,H,T,Lose,116,116
232,232,9497.068571258314,94.97068571258315,0.5,H,H,Win,117,116
233,233,9592.039256970898,95.92039256970898,0.5,H,T,Lose,117,117
234,234,9496.118864401189,94.9611886440119,0.5,H,H,Win,118,117
235,235,9591.080053045202,95.91080053045202,0.5,H,H,Win,119,117
236,236,9686.990853575653,96.86990853575654,0.5,H,T,Lose,119,118
237,237,9590.120945039896,95.90120945039897,0.5,H,H,Win,120,118
238,238,9686.022154490296,96.86022154490297,0.5,H,T,Lose,120,119
239,239,9589.161932945393,95.89161932945393,0.5,H,T,Lose,120,120
240,240,9493.27031361594,94.9327031361594,0.5,H,H,Win,121,120
241,241,9588.203016752099,95.882030167521,0.5,H,H,Win,122,120
242,242,9684.08504691962,96.8408504691962,0.5,H,T,Lose,122,121
243,243,9587.244196450423,95.87244196450423,0.5,H,T,Lose,122,122
244,244,9491.37175448592,94.9137175448592,0.5,H,H,Win,123,122
245,245,9586.285472030779,95.8628547203078,0.5,H,T,Lose,123,123
246,246,9490.42261731047,94.9042261731047,0.5,H,H,Win,124,123
247,247,9585.326843483575,95.85326843483575,0.5,H,H,Win,125,123
248,248,9681.180111918411,96.81180111918411,0.5,H,T,Lose,125,124
249,249,9584.368310799227,95.84368310799228,0.5,H,H,Win,126,124
250,250,9680.21199390722,96.8021199390722,0.5,H,T,Lose,126,125
251,251,9583.409873968149,95.8340987396815,0.5,H,H,Win,127,125
252,252,9679.24397270783,96.79243972707832,0.5,H,T,Lose,127,126
253,253,9582.451532980753,95.82451532980753,0.5,H,T,Lose,127,127
254,254,9486.627017650946,94.86627017650946,0.5,H,T,Lose,127,128
255,255,9391.760747474436,93.91760747474437,0.5,H,H,Win,128,128
256,256,9485.678354949181,94.85678354949181,0.5,H,T,Lose,128,129
257,257,9390.821571399689,93.9082157139969,0.5,H,H,Win,129,129
258,258,9484.729787113685,94.84729787113686,0.5,H,T,Lose,129,130
259,259,9389.88248924255,93.8988248924255,0.5,H,H,Win,130,130
260,260,9483.781314134974,94.83781314134974,0.5,H,T,Lose,130,131
261,261,9388.943500993624,93.88943500993625,0.5,H,H,Win,131,131
262,262,9482.83293600356,94.82832936003561,0.5,H,T,Lose,131,132
263,263,9388.004606643524,93.88004606643524,0.5,H,H,Win,132,132
264,264,9481.88465270996,94.8188465270996,0.5,H,T,Lose,132,133
265,265,9387.06580618286,93.8706580618286,0.5,H,T,Lose,132,134
266,266,9293.19514812103,92.9319514812103,0.5,H,T,Lose,132,135
267,267,9200.26319663982,92.0026319663982,0.5,H,T,Lose,132,136
268,268,9108.260564673423,91.08260564673422,0.5,H,H,Win,133,136
269,269,9199.343170320157,91.99343170320157,0.5,H,H,Win,134,136
270,270,9291.336602023359,92.9133660202336,0.5,H,T,Lose,134,137
271,271,9198.423236003126,91.98423236003126,0.5,H,T,Lose,134,138
272,272,9106.439003643094,91.06439003643094,0.5,H,H,Win,135,138
273,273,9197.503393679524,91.97503393679524,0.5,H,H,Win,136,138
274,274,9289.47842761632,92.8947842761632,0.5,H,T,Lose,136,139
275,275,9196.583643340156,91.96583643340156,0.5,H,H,Win,137,139
276,276,9288.549479773557,92.88549479773557,0.5,H,T,Lose,137,140
277,277,9195.663984975821,91.95663984975822,0.5,H,H,Win,138,140
278,278,9287.62062482558,92.8762062482558,0.5,H,T,Lose,138,141
279,279,9194.744418577324,91.94744418577324,0.5,H,T,Lose,138,142
280,280,9102.796974391551,91.0279697439155,0.5,H,T,Lose,138,143
281,281,9011.769004647635,90.11769004647634,0.5,H,H,Win,139,143
282,282,9101.88669469411,91.0188669469411,0.5,H,H,Win,140,143
283,283,9192.905561641051,91.92905561641052,0.5,H,T,Lose,140,144
284,284,9100.976506024641,91.00976506024641,0.5,H,H,Win,141,144
285,285,9191.986271084887,91.91986271084886,0.5,H,T,Lose,141,145
286,286,9100.066408374038,91.00066408374038,0.5,H,T,Lose,141,146
287,287,9009.065744290298,90.09065744290298,0.5,H,H,Win,142,146
288,288,9099.1564017332,90.99156401733201,0.5,H,H,Win,143,146
289,289,9190.147965750532,91.90147965750532,0.5,H,T,Lose,143,147
290,290,9098.246486093027,90.98246486093026,0.5,H,H,Win,144,147
291,291,9189.228950953957,91.89228950953957,0.5,H,T,Lose,144,148
292,292,9097.336661444417,90.97336661444417,0.5,H,H,Win,145,148
293,293,9188.31002805886,91.88310028058861,0.5,H,T,Lose,145,149
294,294,9096.426927778271,90.96426927778272,0.5,H,H,Win,146,149
295,295,9187.391197056055,91.87391197056056,0.5,H,H,Win,147,149
296,296,9279.265109026615,92.79265109026616,0.5,H,T,Lose,147,150
297,297,9186.47245793635,91.8647245793635,0.5,H,H,Win,148,150
298,298,9278.337182515714,92.78337182515713,0.5,H,T,Lose,148,151
299,299,9185.553810690557,91.85553810690557,0.5,H,H,Win,149,151
300,300,9277.409348797462,92.77409348797462,0.5,H,H,Win,150,151
301,301,9370.183442285437,93.70183442285438,0.5,H,T,Lose,150,152
302,302,9276.481607862583,92.76481607862583,0.5,H,H,Win,151,152
303,303,9369.24642394121,93.69246423941209,0.5,H,T,Lose,151,153
304,304,9275.553959701798,92.75553959701799,0.5,H,H,Win,152,153
305,305,9368.309499298815,93.68309499298816,0.5,H,T,Lose,152,154
306,306,9274.626404305827,92.74626404305828,0.5,H,T,Lose,152,155
307,307,9181.880140262769,91.81880140262768,0.5,H,T,Lose,152,156
308,308,9090.061338860141,90.90061338860141,0.5,H,H,Win,153,156
309,309,9180.961952248743,91.80961952248742,0.5,H,H,Win,154,156
310,310,9272.77157177123,92.72771571771231,0.5,H,T,Lose,154,157
311,311,9180.043856053519,91.80043856053518,0.5,H,T,Lose,154,158
312,312,9088.243417492984,90.88243417492984,0.5,H,H,Win,155,158
313,313,9179.125851667914,91.79125851667914,0.5,H,T,Lose,155,159
314,314,9087.334593151234,90.87334593151235,0.5,H,T,Lose,155,160
315,315,8996.461247219722,89.96461247219723,0.5,H,H,Win,156,160
316,316,9086.425859691919,90.86425859691919,0.5,H,T,Lose,156,161
317,317,8995.561601095,89.95561601095,0.5,H,H,Win,157,161
318,318,9085.51721710595,90.8551721710595,0.5,H,T,Lose,157,162
319,319,8994.66204493489,89.9466204493489,0.5,H,T,Lose,157,163
320,320,8904.715424485541,89.0471542448554,0.5,H,H,Win,158,163
321,321,8993.762578730397,89.93762578730397,0.5,H,H,Win,159,163
322,322,9083.700204517701,90.83700204517702,0.5,H,T,Lose,159,164
323,323,8992.863202472525,89.92863202472525,0.5,H,T,Lose,159,165
324,324,8902.9345704478,89.029345704478,0.5,H,H,Win,160,165
325,325,8991.963916152277,89.91963916152278,0.5,H,T,Lose,160,166
326,326,8902.044276990755,89.02044276990755,0.5,H,T,Lose,160,167
327,327,8813.023834220847,88.13023834220847,0.5,H,T,Lose,160,168
328,328,8724.893595878639,87.24893595878639,0.5,H,H,Win,161,168
329,329,8812.142531837426,88.12142531837426,0.5,H,H,Win,162,168
330,330,8900.2639571558,89.00263957155799,0.5,H,H,Win,163,168
331,331,8989.266596727357,89.89266596727357,0.5,H,H,Win,164,168
332,332,9079.159262694631,90.79159262694631,0.5,H,H,Win,165,168
333,333,9169.950855321578,91.69950855321578,0.5,H,H,Win,166,168
334,334,9261.650363874794,92.61650363874794,0.5,H,H,Win,167,168
335,335,9354.266867513543,93.54266867513543,0.5,H,H,Win,168,168
336,336,9447.809536188679,94.47809536188679,0.5,H,T,Lose,168,169
337,337,9353.331440826792,93.53331440826793,0.5,H,H,Win,169,169
338,338,9446.864755235061,94.46864755235062,0.5,H,T,Lose,169,170
339,339,9352.39610768271,93.5239610768271,0.5,H,H,Win,170,170
340,340,9445.920068759538,94.45920068759538,0.5,H,T,Lose,170,171
341,341,9351.460868071943,93.51460868071943,0.5,H,H,Win,171,171
342,342,9444.975476752663,94.44975476752663,0.5,H,H,Win,172,171
343,343,9539.42523152019,95.39425231520191,0.5,H,H,Win,173,171
344,344,9634.819483835392,96.34819483835392,0.5,H,T,Lose,173,172
345,345,9538.471288997038,95.38471288997037,0.5,H,T,Lose,173,173
346,346,9443.086576107067,94.43086576107068,0.5,H,T,Lose,173,174
347,347,9348.655710345996,93.48655710345996,0.5,H,T,Lose,173,175
348,348,9255.169153242536,92.55169153242535,0.5,H,H,Win,174,175
349,349,9347.720844774962,93.47720844774962,0.5,H,T,Lose,174,176
350,350,9254.243636327212,92.54243636327212,0.5,H,T,Lose,174,177
351,351,9161.70119996394,91.6170119996394,0.5,H,H,Win,175,177
352,352,9253.318211963579,92.53318211963578,0.5,H,H,Win,176,177
353,353,9345.851394083214,93.45851394083215,0.5,H,T,Lose,176,178
354,354,9252.392880142383,92.52392880142382,0.5,H,T,Lose,176,179
355,355,9159.868951340959,91.5986895134096,0.5,H,T,Lose,176,180
356,356,9068.270261827549,90.68270261827548,0.5,H,T,Lose,176,181
357,357,8977.587559209273,89.77587559209273,0.5,H,H,Win,177,181
358,358,9067.363434801366,90.67363434801366,0.5,H,H,Win,178,181
359,359,9158.037069149379,91.5803706914938,0.5,H,T,Lose,178,182
360,360,9066.456698457885,90.66456698457885,0.5,H,H,Win,179,182
361,361,9157.121265442463,91.57121265442464,0.5,H,T,Lose,179,183
362,362,9065.55005278804,90.65550052788039,0.5,H,T,Lose,179,184
363,363,8974.894552260159,89.74894552260159,0.5,H,T,Lose,179,185
364,364,8885.145606737557,88.85145606737557,0.5,H,H,Win,180,185
365,365,8973.997062804932,89.73997062804932,0.5,H,T,Lose,180,186
366,366,8884.257092176884,88.84257092176884,0.5,H,T,Lose,180,187
367,367,8795.414521255116,87.95414521255115,0.5,H,H,Win,181,187
368,368,8883.368666467666,88.83368666467666,0.5,H,T,Lose,181,188
369,369,8794.53497980299,87.9453497980299,0.5,H,H,Win,182,188
370,370,8882.48032960102,88.8248032960102,0.5,H,H,Win,183,188
371,371,8971.30513289703,89.71305132897031,0.5,H,H,Win,184,188
372,372,9061.018184226,90.61018184226,0.5,H,H,Win,185,188
373,373,9151.62836606826,91.5162836606826,0.5,H,H,Win,186,188
374,374,9243.144649728943,92.43144649728944,0.5,H,T,Lose,186,189
375,375,9150.713203231655,91.50713203231655,0.5,H,T,Lose,186,190
376,376,9059.206071199338,90.59206071199338,0.5,H,H,Win,187,190
377,377,9149.798131911331,91.49798131911332,0.5,H,T,Lose,187,191
378,378,9058.300150592218,90.58300150592218,0.5,H,H,Win,188,191
379,379,9148.88315209814,91.4888315209814,0.5,H,H,Win,189,191
380,380,9240.371983619121,92.40371983619121,0.5,H,H,Win,190,191
381,381,9332.775703455312,93.32775703455313,0.5,H,H,Win,191,191
382,382,9426.103460489865,94.26103460489865,0.5,H,H,Win,192,191
383,383,9520.364495094764,95.20364495094763,0.5,H,H,Win,193,191
384,384,9615.56814004571,96.15568140045711,0.5,H,T,Lose,193,192
385,385,9519.412458645253,95.19412458645253,0.5,H,H,Win,194,192
386,386,9614.606583231705,96.14606583231705,0.5,H,H,Win,195,192
387,387,9710.752649064023,97.10752649064023,0.5,H,H,Win,196,192
388,388,9807.860175554662,98.07860175554663,0.5,H,T,Lose,196,193
389,389,9709.781573799115,97.09781573799116,0.5,H,H,Win,197,193
390,390,9806.879389537105,98.06879389537106,0.5,H,H,Win,198,193
391,391,9904.948183432476,99.04948183432477,0.5,H,T,Lose,198,194
392,392,9805.898701598151,98.05898701598151,0.5,H,T,Lose,198,195
