,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
36,36,1522.1817306883167,761.0908653441584,0.6,T,T,Win,21,16
37,37,2283.272596032475,1141.6362980162376,0.6,T,H,Lose,22,16
38,38,1141.6362980162376,570.8181490081188,0.6,T,H,Lose,23,16
39,39,570.8181490081188,285.4090745040594,0.6,T,T,Win,23,17
40,40,856.2272235121782,428.1136117560891,0.6,T,T,Win,23,18
41,41,1284.3408352682673,642.1704176341336,0.5,H,T,Lose,23,19
42,42,642.1704176341336,321.0852088170668,0.6,H,H,Win,24,19
43,43,963.2556264512004,481.6278132256002,0.5,H,T,Lose,24,20
44,44,481.6278132256002,240.8139066128001,0.5,H,T,Lose,24,21
45,45,240.8139066128001,120.40695330640006,0.5,H,T,Lose,24,22
46,46,120.40695330640006,60.20347665320003,0.5,H,H,Win,25,22
47,47,180.61042995960008,90.30521497980004,0.5,H,H,Win,26,22
48,48,270.9156449394001,135.45782246970006,0.5,H,T,Lose,26,23
49,49,135.45782246970006,67.72891123485003,0.5,H,T,Lose,26,24
50,50,67.72891123485003,33.864455617425016,0.5,H,H,Win,27,24
51,51,101.59336685227504,50.79668342613752,0.5,H,T,Lose,27,25
52,52,50.79668342613752,25.39834171306876,0.5,H,T,Lose,27,26
53,53,25.39834171306876,12.69917085653438,0.5,H,H,Win,28,26
54,54,38.09751256960314,19.04875628480157,0.5,H,T,Lose,28,27
55,55,19.04875628480157,9.524378142400785,0.5,H,H,Win,29,27
56,56,28.573134427202355,14.286567213601177,0.5,H,T,Lose,29,28
57,57,14.286567213601177,7.143283606800589,0.5,H,H,Win,30,28
58,58,21.429850820401768,10.714925410200884,0.5,H,H,Win,31,28
59,59,32.14477623060265,16.072388115301326,0.5,H,H,Win,32,28
60,60,48.21716434590398,24.10858217295199,0.5,H,T,Lose,32,29
61,61,24.10858217295199,12.054291086475995,0.5,H,H,Win,33,29
62,62,36.16287325942798,18.08143662971399,0.5,H,T,Lose,33,30
63,63,18.08143662971399,9.040718314856996,0.5,H,H,Win,34,30
64,64,27.122154944570987,13.561077472285493,0.5,H,H,Win,35,30
65,65,40.683232416856484,20.341616208428242,0.5,H,H,Win,36,30
66,66,61.024848625284726,30.512424312642363,0.6,H,H,Win,37,30
67,67,91.53727293792709,45.76863646896354,0.6,H,H,Win,38,30
68,68,137.30590940689063,68.65295470344532,0.6,T,H,Lose,39,30
69,69,68.65295470344532,34.32647735172266,0.6,T,H,Lose,40,30
70,70,34.32647735172266,17.16323867586133,0.6,T,T,Win,40,31
71,71,51.48971602758399,25.744858013791994,0.6,T,H,Lose,41,31
72,72,25.744858013791994,12.872429006895997,0.6,T,H,Lose,42,31
73,73,12.872429006895997,6.4362145034479985,0.6,T,H,Lose,43,31
74,74,6.4362145034479985,3.2181072517239993,0.6,T,H,Lose,44,31
75,75,3.2181072517239993,1.6090536258619996,0.6,T,H,Lose,45,31
76,76,1.6090536258619996,0.8045268129309998,0.6,T,T,Win,45,32
77,77,2.4135804387929993,1.2067902193964997,0.6,T,H,Lose,46,32
78,78,1.2067902193964997,0.6033951096982498,0.6,T,H,Lose,47,32
79,79,0.6033951096982498,0.3016975548491249,0.6,T,H,Lose,48,32
80,80,0.3016975548491249,0.15084877742456246,0.6,T,T,Win,48,33
81,81,0.45254633227368735,0.22627316613684367,0.6,T,T,Win,48,34
82,82,0.678819498410531,0.3394097492052655,0.6,T,T,Win,48,35
83,83,1.0182292476157966,0.5091146238078983,0.6,T,T,Win,48,36
84,84,1.5273438714236949,0.7636719357118474,0.6,T,H,Lose,49,36
85,85,0.7636719357118474,0.3818359678559237,0.6,T,H,Lose,50,36
86,86,0.3818359678559237,0.19091798392796186,0.6,T,H,Lose,51,36
87,87,0.19091798392796186,0.09545899196398093,0.6,T,H,Lose,52,36
88,88,0.09545899196398093,0.047729495981990465,0.6,T,T,Win,52,37
89,89,0.1431884879459714,0.0715942439729857,0.6,T,H,Lose,53,37
90,90,0.0715942439729857,0.03579712198649285,0.6,T,H,Lose,54,37
91,91,0.03579712198649285,0.017898560993246423,0.6,T,H,Lose,55,37
92,92,0.017898560993246423,0.008949280496623212,0.6,T,H,Lose,56,37
93,93,0.008949280496623212,0.004474640248311606,0.6,T,T,Win,56,38
94,94,0.013423920744934818,0.006711960372467409,0.6,T,H,Lose,57,38
95,95,0.006711960372467409,0.0033559801862337044,0.6,T,T,Win,57,39
96,96,0.010067940558701114,0.005033970279350557,0.6,T,T,Win,57,40
97,97,0.015101910838051671,0.0075509554190258356,0.6,T,T,Win,57,41
98,98,0.022652866257077506,0.011326433128538753,0.6,T,H,Lose,58,41
99,99,0.011326433128538753,0.0056632165642693764,0.6,T,T,Win,58,42
100,100,0.01698964969280813,0.008494824846404065,0.6,T,T,Win,58,43
