,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
51,51,10697.791293147327,106.97791293147327,0.6,H,H,Win,29,23
52,52,10804.769206078801,108.04769206078801,0.6,H,H,Win,30,23
53,53,10912.81689813959,109.1281689813959,0.6,T,H,Lose,31,23
54,54,10803.688729158195,108.03688729158195,0.6,T,H,Lose,32,23
55,55,10695.651841866613,106.95651841866614,0.6,T,H,Lose,33,23
56,56,10588.695323447946,105.88695323447946,0.6,T,T,Win,33,24
57,57,10694.582276682426,106.94582276682426,0.6,T,H,Lose,34,24
58,58,10587.636453915602,105.87636453915603,0.6,T,T,Win,34,25
59,59,10693.512818454758,106.93512818454758,0.6,T,H,Lose,35,25
60,60,10586.57769027021,105.8657769027021,0.6,T,H,Lose,36,25
61,61,10480.711913367508,104.80711913367509,0.6,T,T,Win,36,26
62,62,10585.519032501183,105.85519032501183,0.6,T,H,Lose,37,26
63,63,10479.66384217617,104.79663842176171,0.6,T,H,Lose,38,26
64,64,10374.86720375441,103.7486720375441,0.6,T,T,Win,38,27
65,65,10478.615875791953,104.78615875791954,0.6,T,T,Win,38,28
66,66,10583.402034549872,105.83402034549873,0.6,T,T,Win,38,29
67,67,10689.236054895371,106.89236054895372,0.6,T,H,Lose,39,29
68,68,10582.343694346417,105.82343694346417,0.6,T,T,Win,39,30
69,69,10688.167131289882,106.88167131289882,0.6,T,H,Lose,40,30
70,70,10581.285459976983,105.81285459976984,0.6,T,T,Win,40,31
71,71,10687.098314576753,106.87098314576754,0.6,T,T,Win,40,32
72,72,10793.96929772252,107.9396929772252,0.6,H,H,Win,41,32
73,73,10901.908990699745,109.01908990699745,0.6,T,H,Lose,42,32
74,74,10792.889900792748,107.92889900792748,0.6,T,T,Win,42,33
75,75,10900.818799800676,109.00818799800676,0.6,T,H,Lose,43,33
76,76,10791.81061180267,107.9181061180267,0.6,T,H,Lose,44,33
77,77,10683.892505684644,106.83892505684643,0.6,T,T,Win,44,34
78,78,10790.73143074149,107.90731430741491,0.6,T,T,Win,44,35
79,79,10898.638745048906,108.98638745048906,0.6,T,T,Win,44,36
80,80,11007.625132499395,110.07625132499396,0.5,H,T,Lose,44,37
81,81,10897.548881174402,108.97548881174401,0.5,H,T,Lose,44,38
82,82,10788.573392362658,107.88573392362657,0.5,H,T,Lose,44,39
83,83,10680.68765843903,106.80687658439031,0.5,H,H,Win,45,39
84,84,10787.494535023421,107.87494535023421,0.5,H,T,Lose,45,40
85,85,10679.619589673186,106.79619589673186,0.5,H,T,Lose,45,41
86,86,10572.823393776454,105.72823393776454,0.5,H,T,Lose,45,42
87,87,10467.09515983869,104.67095159838689,0.5,H,T,Lose,45,43
88,88,10362.424208240302,103.62424208240301,0.5,H,T,Lose,45,44
89,89,10258.799966157898,102.58799966157898,0.5,H,T,Lose,45,45
90,90,10156.21196649632,101.56211966496319,0.5,H,H,Win,46,45
91,91,10257.774086161282,102.57774086161282,0.5,H,H,Win,47,45
92,92,10360.351827022894,103.60351827022895,0.5,H,H,Win,48,45
93,93,10463.955345293123,104.63955345293124,0.5,H,T,Lose,48,46
94,94,10359.315791840192,103.59315791840193,0.5,H,T,Lose,48,47
95,95,10255.72263392179,102.5572263392179,0.5,H,H,Win,49,47
96,96,10358.27986026101,103.5827986026101,0.5,H,T,Lose,49,48
97,97,10254.697061658399,102.54697061658399,0.5,H,H,Win,50,48
98,98,10357.244032274983,103.57244032274983,0.5,H,T,Lose,50,49
99,99,10253.671591952232,102.53671591952232,0.5,H,T,Lose,50,50
100,100,10151.13487603271,101.5113487603271,0.5,H,T,Lose,50,51
