,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
68,68,1.077629893101586e-15,8.082224198261896e-16,0.7,T,H,Lose,46,23
69,69,2.6940747327539646e-16,2.0205560495654735e-16,0.7,T,H,Lose,47,23
70,70,6.735186831884912e-17,5.051390123913684e-17,0.7,T,H,Lose,48,23
71,71,1.683796707971228e-17,1.262847530978421e-17,0.7,T,T,Win,48,24
72,72,2.946644238949649e-17,2.2099831792122366e-17,0.7,T,T,Win,48,25
73,73,5.156627418161886e-17,3.8674705636214143e-17,0.6,T,T,Win,48,26
74,74,9.0240979817833e-17,6.768073486337475e-17,0.7,T,H,Lose,49,26
75,75,2.2560244954458243e-17,1.6920183715843682e-17,0.7,T,H,Lose,50,26
76,76,5.640061238614561e-18,4.2300459289609205e-18,0.7,T,H,Lose,51,26
77,77,1.4100153096536402e-18,1.0575114822402301e-18,0.7,T,T,Win,51,27
78,78,2.4675267918938703e-18,1.8506450939204027e-18,0.6,T,T,Win,51,28
79,79,4.318171885814273e-18,3.238628914360705e-18,0.7,T,H,Lose,52,28
80,80,1.0795429714535683e-18,8.096572285901763e-19,0.6,T,T,Win,52,29
81,81,1.8892002000437448e-18,1.4169001500328086e-18,0.6,T,T,Win,52,30
82,82,3.3061003500765534e-18,2.479575262557415e-18,0.6,T,T,Win,52,31
83,83,5.785675612633969e-18,4.339256709475476e-18,0.6,T,T,Win,52,32
84,84,1.0124932322109445e-17,7.593699241582084e-18,0.6,T,H,Lose,53,32
85,85,2.5312330805273604e-18,1.8984248103955203e-18,0.6,T,H,Lose,54,32
86,86,6.328082701318401e-19,4.746062025988801e-19,0.6,T,H,Lose,55,32
87,87,1.5820206753296003e-19,1.1865155064972002e-19,0.6,T,T,Win,55,33
88,88,2.7685361818268005e-19,2.0764021363701005e-19,0.6,T,T,Win,55,34
89,89,4.844938318196901e-19,3.6337037386476757e-19,0.6,T,H,Lose,56,34
90,90,1.2112345795492252e-19,9.084259346619189e-20,0.6,T,H,Lose,57,34
91,91,3.028086448873063e-20,2.2710648366547973e-20,0.6,T,T,Win,57,35
92,92,5.2991512855278604e-20,3.9743634641458955e-20,0.6,T,H,Lose,58,35
93,93,1.324787821381965e-20,9.935908660364737e-21,0.6,T,H,Lose,59,35
94,94,3.3119695534549124e-21,2.4839771650911843e-21,0.6,T,T,Win,59,36
95,95,5.795946718546097e-21,4.3469600389095725e-21,0.6,T,H,Lose,60,36
96,96,1.4489866796365242e-21,1.0867400097273931e-21,0.6,T,T,Win,60,37
97,97,2.5357266893639175e-21,1.901795017022938e-21,0.6,T,T,Win,60,38
98,98,4.4375217063868556e-21,3.3281412797901417e-21,0.6,T,H,Lose,61,38
99,99,1.1093804265967139e-21,8.320353199475354e-22,0.6,T,T,Win,61,39
100,100,1.9414157465442495e-21,1.4560618099081871e-21,0.6,T,H,Lose,62,39
